# purpose: exp5_training_pool
# These samples have site_equivalence_tag in {incompat, near_equivalent_multiset_mismatch}.
# Excluded from Exp4 training. Reserved for Exp5 if a site-averaging strategy is implemented.
# See Step 2.5 Phase D / F report for rationale.
sample_name,mp_id,center_element,original_split,tag,max_shell1_MAE
mp-1040864__mp-1040864-EXAFS-Ba-K,mp-1040864,Ba,val,incompat,999.0
mp-1040864__mp-1040864-EXAFS-F-K,mp-1040864,F,val,incompat,999.0
mp-1040864__mp-1040864-EXAFS-Mo-K,mp-1040864,Mo,val,incompat,0.11771
mp-1040872__mp-1040872-EXAFS-O-K,mp-1040872,O,train,incompat,999.0
mp-1040874__mp-1040874-EXAFS-O-K,mp-1040874,O,train,incompat,999.0
mp-1040876__mp-1040876-EXAFS-O-K,mp-1040876,O,train,incompat,999.0
mp-1040880__mp-1040880-EXAFS-O-K,mp-1040880,O,train,incompat,0.16353
mp-1040883__mp-1040883-EXAFS-O-K,mp-1040883,O,train,incompat,999.0
mp-1040886__mp-1040886-EXAFS-O-K,mp-1040886,O,train,incompat,999.0
mp-1040887__mp-1040887-EXAFS-O-K,mp-1040887,O,train,incompat,999.0
mp-1040887__mp-1040887-EXAFS-P-K,mp-1040887,P,train,incompat,999.0
mp-1040887__mp-1040887-EXAFS-V-K,mp-1040887,V,train,incompat,999.0
mp-1040892__mp-1040892-EXAFS-O-K,mp-1040892,O,train,incompat,999.0
mp-1040893__mp-1040893-EXAFS-O-K,mp-1040893,O,train,incompat,999.0
mp-1040898__mp-1040898-EXAFS-O-K,mp-1040898,O,train,incompat,999.0
mp-1040898__mp-1040898-EXAFS-W-K,mp-1040898,W,train,incompat,999.0
mp-1040901__mp-1040901-EXAFS-Cu-K,mp-1040901,Cu,train,incompat,999.0
mp-1040901__mp-1040901-EXAFS-O-K,mp-1040901,O,train,incompat,999.0
mp-1040901__mp-1040901-EXAFS-Ti-K,mp-1040901,Ti,train,incompat,999.0
mp-1040902__mp-1040902-EXAFS-O-K,mp-1040902,O,test,incompat,999.0
mp-1040903__mp-1040903-EXAFS-O-K,mp-1040903,O,train,incompat,999.0
mp-1040904__mp-1040904-EXAFS-Cu-K,mp-1040904,Cu,train,incompat,999.0
mp-1040904__mp-1040904-EXAFS-O-K,mp-1040904,O,train,incompat,999.0
mp-1040904__mp-1040904-EXAFS-Ti-K,mp-1040904,Ti,train,incompat,999.0
mp-1040910__mp-1040910-EXAFS-O-K,mp-1040910,O,train,incompat,999.0
mp-1040910__mp-1040910-EXAFS-V-K,mp-1040910,V,train,incompat,999.0
mp-1040914__mp-1040914-EXAFS-Ni-K,mp-1040914,Ni,train,incompat,999.0
mp-1040914__mp-1040914-EXAFS-O-K,mp-1040914,O,train,incompat,999.0
mp-1040917__mp-1040917-EXAFS-Fe-K,mp-1040917,Fe,test,incompat,999.0
mp-1040917__mp-1040917-EXAFS-O-K,mp-1040917,O,test,incompat,999.0
mp-1040917__mp-1040917-EXAFS-P-K,mp-1040917,P,test,incompat,999.0
mp-1040921__mp-1040921-EXAFS-Mg-K,mp-1040921,Mg,holdout,incompat,999.0
mp-1040921__mp-1040921-EXAFS-Mn-K,mp-1040921,Mn,holdout,incompat,999.0
mp-1040921__mp-1040921-EXAFS-O-K,mp-1040921,O,holdout,incompat,999.0
mp-1040924__mp-1040924-EXAFS-O-K,mp-1040924,O,train,incompat,999.0
mp-1040924__mp-1040924-EXAFS-P-K,mp-1040924,P,train,incompat,999.0
mp-1040927__mp-1040927-EXAFS-O-K,mp-1040927,O,test,incompat,999.0
mp-1040927__mp-1040927-EXAFS-Ta-K,mp-1040927,Ta,test,incompat,999.0
mp-1040928__mp-1040928-EXAFS-Cu-K,mp-1040928,Cu,train,incompat,999.0
mp-1040928__mp-1040928-EXAFS-O-K,mp-1040928,O,train,incompat,999.0
mp-1040928__mp-1040928-EXAFS-Sb-K,mp-1040928,Sb,train,incompat,999.0
mp-1040929__mp-1040929-EXAFS-Cr-K,mp-1040929,Cr,holdout,incompat,999.0
mp-1040929__mp-1040929-EXAFS-O-K,mp-1040929,O,holdout,incompat,999.0
mp-1040929__mp-1040929-EXAFS-Zn-K,mp-1040929,Zn,holdout,incompat,999.0
mp-1040930__mp-1040930-EXAFS-Mo-K,mp-1040930,Mo,train,incompat,999.0
mp-1040930__mp-1040930-EXAFS-O-K,mp-1040930,O,train,incompat,999.0
mp-1040932__mp-1040932-EXAFS-Mn-K,mp-1040932,Mn,train,incompat,999.0
mp-1040932__mp-1040932-EXAFS-O-K,mp-1040932,O,train,incompat,999.0
mp-1040936__mp-1040936-EXAFS-Co-K,mp-1040936,Co,train,incompat,999.0
mp-1040936__mp-1040936-EXAFS-O-K,mp-1040936,O,train,incompat,999.0
mp-1040941__mp-1040941-EXAFS-O-K,mp-1040941,O,val,incompat,999.0
mp-1040942__mp-1040942-EXAFS-Co-K,mp-1040942,Co,train,incompat,999.0
mp-1040942__mp-1040942-EXAFS-O-K,mp-1040942,O,train,incompat,999.0
mp-1040942__mp-1040942-EXAFS-Zn-K,mp-1040942,Zn,train,incompat,999.0
mp-1040943__mp-1040943-EXAFS-Mg-K,mp-1040943,Mg,train,incompat,999.0
mp-1040943__mp-1040943-EXAFS-O-K,mp-1040943,O,train,incompat,999.0
mp-1040943__mp-1040943-EXAFS-V-K,mp-1040943,V,train,incompat,999.0
mp-1040945__mp-1040945-EXAFS-O-K,mp-1040945,O,val,incompat,999.0
mp-1040945__mp-1040945-EXAFS-Ta-K,mp-1040945,Ta,val,incompat,999.0
mp-1040952__mp-1040952-EXAFS-O-K,mp-1040952,O,train,incompat,0.10466
mp-1040952__mp-1040952-EXAFS-P-K,mp-1040952,P,train,incompat,999.0
mp-1040953__mp-1040953-EXAFS-Ca-K,mp-1040953,Ca,test,incompat,999.0
mp-1040953__mp-1040953-EXAFS-O-K,mp-1040953,O,test,incompat,999.0
mp-1040961__mp-1040961-EXAFS-O-K,mp-1040961,O,train,incompat,999.0
mp-1040961__mp-1040961-EXAFS-W-K,mp-1040961,W,train,incompat,999.0
mp-1040964__mp-1040964-EXAFS-Bi-K,mp-1040964,Bi,test,incompat,999.0
mp-1040964__mp-1040964-EXAFS-O-K,mp-1040964,O,test,incompat,999.0
mp-1040967__mp-1040967-EXAFS-Cr-K,mp-1040967,Cr,train,incompat,999.0
mp-1040970__mp-1040970-EXAFS-Ca-K,mp-1040970,Ca,train,incompat,999.0
mp-1040970__mp-1040970-EXAFS-Ni-K,mp-1040970,Ni,train,incompat,999.0
mp-1040970__mp-1040970-EXAFS-O-K,mp-1040970,O,train,incompat,999.0
mp-1040974__mp-1040974-EXAFS-Mo-K,mp-1040974,Mo,holdout,incompat,999.0
mp-1040974__mp-1040974-EXAFS-O-K,mp-1040974,O,holdout,near_equivalent,0.06538
mp-1040977__mp-1040977-EXAFS-Cu-K,mp-1040977,Cu,test,incompat,999.0
mp-1040977__mp-1040977-EXAFS-O-K,mp-1040977,O,test,incompat,999.0
mp-1040977__mp-1040977-EXAFS-Sb-K,mp-1040977,Sb,test,incompat,999.0
mp-1040979__mp-1040979-EXAFS-Ni-K,mp-1040979,Ni,train,incompat,999.0
mp-1040979__mp-1040979-EXAFS-O-K,mp-1040979,O,train,incompat,999.0
mp-1040979__mp-1040979-EXAFS-Zn-K,mp-1040979,Zn,train,incompat,999.0
mp-1040980__mp-1040980-EXAFS-Bi-K,mp-1040980,Bi,val,incompat,999.0
mp-1040980__mp-1040980-EXAFS-O-K,mp-1040980,O,val,incompat,999.0
mp-1040982__mp-1040982-EXAFS-Cr-K,mp-1040982,Cr,train,incompat,999.0
mp-1040982__mp-1040982-EXAFS-O-K,mp-1040982,O,train,incompat,999.0
mp-1040983__mp-1040983-EXAFS-O-K,mp-1040983,O,train,incompat,999.0
mp-1040983__mp-1040983-EXAFS-V-K,mp-1040983,V,train,incompat,999.0
mp-1040983__mp-1040983-EXAFS-Zn-K,mp-1040983,Zn,train,incompat,999.0
mp-1040985__mp-1040985-EXAFS-Ag-K,mp-1040985,Ag,val,incompat,999.0
mp-1040985__mp-1040985-EXAFS-O-K,mp-1040985,O,val,incompat,999.0
mp-1040985__mp-1040985-EXAFS-P-K,mp-1040985,P,val,incompat,999.0
mp-1040986__mp-1040986-EXAFS-Fe-K,mp-1040986,Fe,train,incompat,999.0
mp-1040986__mp-1040986-EXAFS-Mg-K,mp-1040986,Mg,train,incompat,999.0
mp-1040986__mp-1040986-EXAFS-O-K,mp-1040986,O,train,incompat,999.0
mp-1040989__mp-1040989-EXAFS-O-K,mp-1040989,O,train,incompat,999.0
mp-1040989__mp-1040989-EXAFS-Ti-K,mp-1040989,Ti,train,incompat,999.0
mp-1040991__mp-1040991-EXAFS-Bi-K,mp-1040991,Bi,train,incompat,999.0
mp-1040991__mp-1040991-EXAFS-O-K,mp-1040991,O,train,incompat,999.0
mp-1040999__mp-1040999-EXAFS-Cu-K,mp-1040999,Cu,train,incompat,999.0
mp-1040999__mp-1040999-EXAFS-O-K,mp-1040999,O,train,incompat,999.0
mp-1040999__mp-1040999-EXAFS-Te-K,mp-1040999,Te,train,incompat,999.0
mp-10409__mp-10409-EXAFS-Ba-K,mp-10409,Ba,train,incompat,999.0
mp-10409__mp-10409-EXAFS-Cd-K,mp-10409,Cd,train,incompat,999.0
mp-10409__mp-10409-EXAFS-Se-K,mp-10409,Se,train,incompat,999.0
mp-1040__mp-1040-EXAFS-Cd-K,mp-1040,Cd,train,incompat,999.0
mp-1041000__mp-1041000-EXAFS-Mg-K,mp-1041000,Mg,test,incompat,999.0
mp-1041000__mp-1041000-EXAFS-Ni-K,mp-1041000,Ni,test,incompat,999.0
mp-1041000__mp-1041000-EXAFS-O-K,mp-1041000,O,test,incompat,999.0
mp-1041001__mp-1041001-EXAFS-Cu-K,mp-1041001,Cu,test,incompat,999.0
mp-1041001__mp-1041001-EXAFS-O-K,mp-1041001,O,test,incompat,999.0
mp-1041001__mp-1041001-EXAFS-Sb-K,mp-1041001,Sb,test,incompat,999.0
mp-1041003__mp-1041003-EXAFS-O-K,mp-1041003,O,train,incompat,999.0
mp-1041004__mp-1041004-EXAFS-Cr-K,mp-1041004,Cr,train,incompat,999.0
mp-1041004__mp-1041004-EXAFS-O-K,mp-1041004,O,train,incompat,999.0
mp-1041008__mp-1041008-EXAFS-Mn-K,mp-1041008,Mn,train,incompat,999.0
mp-1041008__mp-1041008-EXAFS-O-K,mp-1041008,O,train,incompat,999.0
mp-1041008__mp-1041008-EXAFS-P-K,mp-1041008,P,train,incompat,999.0
mp-1041012__mp-1041012-EXAFS-Co-K,mp-1041012,Co,test,incompat,999.0
mp-1041012__mp-1041012-EXAFS-Mg-K,mp-1041012,Mg,test,incompat,999.0
mp-1041012__mp-1041012-EXAFS-O-K,mp-1041012,O,test,incompat,999.0
mp-1041014__mp-1041014-EXAFS-Mg-K,mp-1041014,Mg,train,incompat,999.0
mp-1041014__mp-1041014-EXAFS-O-K,mp-1041014,O,train,incompat,999.0
mp-1041014__mp-1041014-EXAFS-V-K,mp-1041014,V,train,incompat,999.0
mp-1041016__mp-1041016-EXAFS-O-K,mp-1041016,O,train,incompat,999.0
mp-1041016__mp-1041016-EXAFS-Te-K,mp-1041016,Te,train,incompat,999.0
mp-1041019__mp-1041019-EXAFS-Cu-K,mp-1041019,Cu,train,incompat,999.0
mp-1041019__mp-1041019-EXAFS-O-K,mp-1041019,O,train,incompat,999.0
mp-1041027__mp-1041027-EXAFS-O-K,mp-1041027,O,train,incompat,999.0
mp-1041027__mp-1041027-EXAFS-P-K,mp-1041027,P,train,incompat,999.0
mp-1041033__mp-1041033-EXAFS-Ba-K,mp-1041033,Ba,train,incompat,999.0
mp-1041033__mp-1041033-EXAFS-Co-K,mp-1041033,Co,train,incompat,999.0
mp-1041033__mp-1041033-EXAFS-F-K,mp-1041033,F,train,incompat,999.0
mp-1041039__mp-1041039-EXAFS-Ca-K,mp-1041039,Ca,train,incompat,999.0
mp-1041039__mp-1041039-EXAFS-Cr-K,mp-1041039,Cr,train,incompat,999.0
mp-1041039__mp-1041039-EXAFS-O-K,mp-1041039,O,train,incompat,999.0
mp-1041041__mp-1041041-EXAFS-O-K,mp-1041041,O,train,incompat,999.0
mp-1041041__mp-1041041-EXAFS-Sb-K,mp-1041041,Sb,train,incompat,999.0
mp-1041044__mp-1041044-EXAFS-O-K,mp-1041044,O,train,incompat,999.0
mp-1041044__mp-1041044-EXAFS-P-K,mp-1041044,P,train,incompat,999.0
mp-1041045__mp-1041045-EXAFS-Fe-K,mp-1041045,Fe,train,incompat,999.0
mp-1041045__mp-1041045-EXAFS-O-K,mp-1041045,O,train,incompat,999.0
mp-1041048__mp-1041048-EXAFS-O-K,mp-1041048,O,train,incompat,999.0
mp-1041048__mp-1041048-EXAFS-P-K,mp-1041048,P,train,incompat,999.0
mp-1041048__mp-1041048-EXAFS-V-K,mp-1041048,V,train,incompat,999.0
mp-1041051__mp-1041051-EXAFS-Ca-K,mp-1041051,Ca,train,incompat,999.0
mp-1041051__mp-1041051-EXAFS-O-K,mp-1041051,O,train,incompat,999.0
mp-1041051__mp-1041051-EXAFS-V-K,mp-1041051,V,train,incompat,999.0
mp-1041056__mp-1041056-EXAFS-O-K,mp-1041056,O,val,incompat,999.0
mp-1041056__mp-1041056-EXAFS-Te-K,mp-1041056,Te,val,incompat,999.0
mp-1041061__mp-1041061-EXAFS-Ca-K,mp-1041061,Ca,train,incompat,999.0
mp-1041061__mp-1041061-EXAFS-Mn-K,mp-1041061,Mn,train,incompat,999.0
mp-1041061__mp-1041061-EXAFS-O-K,mp-1041061,O,train,incompat,999.0
mp-1041062__mp-1041062-EXAFS-Fe-K,mp-1041062,Fe,train,incompat,999.0
mp-1041062__mp-1041062-EXAFS-O-K,mp-1041062,O,train,incompat,999.0
mp-1041063__mp-1041063-EXAFS-Ca-K,mp-1041063,Ca,train,incompat,999.0
mp-1041063__mp-1041063-EXAFS-Co-K,mp-1041063,Co,train,incompat,999.0
mp-1041063__mp-1041063-EXAFS-O-K,mp-1041063,O,train,incompat,999.0
mp-1041065__mp-1041065-EXAFS-Mo-K,mp-1041065,Mo,train,incompat,999.0
mp-1041065__mp-1041065-EXAFS-O-K,mp-1041065,O,train,incompat,999.0
mp-1041065__mp-1041065-EXAFS-Zn-K,mp-1041065,Zn,train,incompat,999.0
mp-1041066__mp-1041066-EXAFS-Mn-K,mp-1041066,Mn,train,incompat,999.0
mp-1041066__mp-1041066-EXAFS-O-K,mp-1041066,O,train,incompat,999.0
mp-1041069__mp-1041069-EXAFS-Mn-K,mp-1041069,Mn,train,incompat,999.0
mp-1041069__mp-1041069-EXAFS-O-K,mp-1041069,O,train,incompat,999.0
mp-1041069__mp-1041069-EXAFS-Zn-K,mp-1041069,Zn,train,incompat,999.0
mp-1041071__mp-1041071-EXAFS-Co-K,mp-1041071,Co,train,incompat,999.0
mp-1041071__mp-1041071-EXAFS-O-K,mp-1041071,O,train,incompat,999.0
mp-1041075__mp-1041075-EXAFS-Ni-K,mp-1041075,Ni,test,incompat,999.0
mp-1041075__mp-1041075-EXAFS-O-K,mp-1041075,O,test,incompat,999.0
mp-1041080__mp-1041080-EXAFS-O-K,mp-1041080,O,train,incompat,999.0
mp-1041087__mp-1041087-EXAFS-O-K,mp-1041087,O,train,incompat,999.0
mp-1041087__mp-1041087-EXAFS-Ta-K,mp-1041087,Ta,train,incompat,999.0
mp-1041088__mp-1041088-EXAFS-O-K,mp-1041088,O,train,incompat,999.0
mp-1041089__mp-1041089-EXAFS-Te-K,mp-1041089,Te,train,incompat,999.0
mp-1041093__mp-1041093-EXAFS-Mg-K,mp-1041093,Mg,test,incompat,999.0
mp-1041093__mp-1041093-EXAFS-O-K,mp-1041093,O,test,incompat,999.0
mp-1041093__mp-1041093-EXAFS-W-K,mp-1041093,W,test,incompat,999.0
mp-1041097__mp-1041097-EXAFS-Mg-K,mp-1041097,Mg,train,incompat,999.0
mp-1041097__mp-1041097-EXAFS-Mn-K,mp-1041097,Mn,train,incompat,999.0
mp-1041097__mp-1041097-EXAFS-O-K,mp-1041097,O,train,incompat,999.0
mp-10410__mp-10410-EXAFS-Ba-K,mp-10410,Ba,val,incompat,999.0
mp-10410__mp-10410-EXAFS-Cd-K,mp-10410,Cd,val,incompat,999.0
mp-10410__mp-10410-EXAFS-S-K,mp-10410,S,val,incompat,999.0
mp-1041103__mp-1041103-EXAFS-O-K,mp-1041103,O,train,incompat,999.0
mp-1041104__mp-1041104-EXAFS-Ca-K,mp-1041104,Ca,val,incompat,999.0
mp-1041104__mp-1041104-EXAFS-Mo-K,mp-1041104,Mo,val,incompat,999.0
mp-1041104__mp-1041104-EXAFS-O-K,mp-1041104,O,val,incompat,999.0
mp-1041108__mp-1041108-EXAFS-Ho-K,mp-1041108,Ho,train,incompat,999.0
mp-1041108__mp-1041108-EXAFS-O-K,mp-1041108,O,train,incompat,999.0
mp-1041113__mp-1041113-EXAFS-O-K,mp-1041113,O,train,incompat,999.0
mp-1041114__mp-1041114-EXAFS-O-K,mp-1041114,O,train,incompat,999.0
mp-1041115__mp-1041115-EXAFS-O-K,mp-1041115,O,train,incompat,999.0
mp-1041116__mp-1041116-EXAFS-O-K,mp-1041116,O,train,incompat,999.0
mp-1041117__mp-1041117-EXAFS-O-K,mp-1041117,O,train,incompat,999.0
mp-1041120__mp-1041120-EXAFS-O-K,mp-1041120,O,train,incompat,999.0
mp-1041122__mp-1041122-EXAFS-O-K,mp-1041122,O,train,incompat,999.0
mp-1041122__mp-1041122-EXAFS-Sb-K,mp-1041122,Sb,train,incompat,999.0
mp-1041123__mp-1041123-EXAFS-O-K,mp-1041123,O,train,incompat,999.0
mp-1041123__mp-1041123-EXAFS-W-K,mp-1041123,W,train,incompat,999.0
mp-1041123__mp-1041123-EXAFS-Zn-K,mp-1041123,Zn,train,incompat,999.0
mp-1041130__mp-1041130-EXAFS-O-K,mp-1041130,O,train,incompat,999.0
mp-1041135__mp-1041135-EXAFS-Ho-K,mp-1041135,Ho,train,incompat,999.0
mp-1041135__mp-1041135-EXAFS-O-K,mp-1041135,O,train,incompat,999.0
mp-1041140__mp-1041140-EXAFS-O-K,mp-1041140,O,train,incompat,999.0
mp-1041140__mp-1041140-EXAFS-Ti-K,mp-1041140,Ti,train,incompat,999.0
mp-1041144__mp-1041144-EXAFS-O-K,mp-1041144,O,holdout,incompat,999.0
mp-1041144__mp-1041144-EXAFS-W-K,mp-1041144,W,holdout,incompat,999.0
mp-1041145__mp-1041145-EXAFS-Bi-K,mp-1041145,Bi,train,incompat,999.0
mp-1041145__mp-1041145-EXAFS-O-K,mp-1041145,O,train,incompat,999.0
mp-1041145__mp-1041145-EXAFS-P-K,mp-1041145,P,train,incompat,999.0
mp-1041149__mp-1041149-EXAFS-O-K,mp-1041149,O,train,incompat,999.0
mp-1041149__mp-1041149-EXAFS-Sb-K,mp-1041149,Sb,train,incompat,999.0
mp-1041153__mp-1041153-EXAFS-O-K,mp-1041153,O,train,incompat,999.0
mp-1041154__mp-1041154-EXAFS-Ni-K,mp-1041154,Ni,train,incompat,999.0
mp-1041154__mp-1041154-EXAFS-O-K,mp-1041154,O,train,incompat,999.0
mp-1041154__mp-1041154-EXAFS-Zn-K,mp-1041154,Zn,train,incompat,999.0
mp-1041156__mp-1041156-EXAFS-O-K,mp-1041156,O,train,incompat,999.0
mp-1041156__mp-1041156-EXAFS-Zn-K,mp-1041156,Zn,train,incompat,999.0
mp-1041160__mp-1041160-EXAFS-O-K,mp-1041160,O,train,incompat,999.0
mp-1041160__mp-1041160-EXAFS-Ti-K,mp-1041160,Ti,train,incompat,999.0
mp-1041163__mp-1041163-EXAFS-O-K,mp-1041163,O,train,incompat,999.0
mp-1041164__mp-1041164-EXAFS-O-K,mp-1041164,O,train,incompat,999.0
mp-1041164__mp-1041164-EXAFS-Ti-K,mp-1041164,Ti,train,incompat,999.0
mp-1041165__mp-1041165-EXAFS-Be-K,mp-1041165,Be,val,incompat,999.0
mp-1041165__mp-1041165-EXAFS-O-K,mp-1041165,O,val,incompat,999.0
mp-1041168__mp-1041168-EXAFS-O-K,mp-1041168,O,val,incompat,999.0
mp-1041169__mp-1041169-EXAFS-Cu-K,mp-1041169,Cu,train,incompat,999.0
mp-1041169__mp-1041169-EXAFS-O-K,mp-1041169,O,train,incompat,999.0
mp-1041173__mp-1041173-EXAFS-Be-K,mp-1041173,Be,train,incompat,999.0
mp-1041173__mp-1041173-EXAFS-O-K,mp-1041173,O,train,incompat,999.0
mp-1041173__mp-1041173-EXAFS-Si-K,mp-1041173,Si,train,incompat,999.0
mp-1041175__mp-1041175-EXAFS-Ag-K,mp-1041175,Ag,train,incompat,999.0
mp-1041175__mp-1041175-EXAFS-O-K,mp-1041175,O,train,incompat,999.0
mp-1041175__mp-1041175-EXAFS-P-K,mp-1041175,P,train,incompat,999.0
mp-1041176__mp-1041176-EXAFS-Cu-K,mp-1041176,Cu,val,incompat,999.0
mp-1041176__mp-1041176-EXAFS-O-K,mp-1041176,O,val,incompat,999.0
mp-1041188__mp-1041188-EXAFS-Bi-K,mp-1041188,Bi,train,incompat,999.0
mp-1041188__mp-1041188-EXAFS-O-K,mp-1041188,O,train,incompat,999.0
mp-1041188__mp-1041188-EXAFS-P-K,mp-1041188,P,train,incompat,999.0
mp-1041195__mp-1041195-EXAFS-O-K,mp-1041195,O,train,incompat,999.0
mp-1041202__mp-1041202-EXAFS-Be-K,mp-1041202,Be,train,incompat,999.0
mp-1041202__mp-1041202-EXAFS-Bi-K,mp-1041202,Bi,train,incompat,999.0
mp-1041202__mp-1041202-EXAFS-O-K,mp-1041202,O,train,incompat,999.0
mp-1041202__mp-1041202-EXAFS-Si-K,mp-1041202,Si,train,incompat,999.0
mp-1041203__mp-1041203-EXAFS-O-K,mp-1041203,O,train,incompat,999.0
mp-1041203__mp-1041203-EXAFS-P-K,mp-1041203,P,train,incompat,999.0
mp-1041203__mp-1041203-EXAFS-Sb-K,mp-1041203,Sb,train,incompat,999.0
mp-1041206__mp-1041206-EXAFS-Mg-K,mp-1041206,Mg,train,incompat,999.0
mp-1041206__mp-1041206-EXAFS-Mo-K,mp-1041206,Mo,train,incompat,999.0
mp-1041206__mp-1041206-EXAFS-O-K,mp-1041206,O,train,incompat,999.0
mp-1041207__mp-1041207-EXAFS-O-K,mp-1041207,O,train,incompat,999.0
mp-1041212__mp-1041212-EXAFS-F-K,mp-1041212,F,train,incompat,999.0
mp-1041214__mp-1041214-EXAFS-O-K,mp-1041214,O,train,incompat,999.0
mp-1041219__mp-1041219-EXAFS-Bi-K,mp-1041219,Bi,train,incompat,999.0
mp-1041219__mp-1041219-EXAFS-O-K,mp-1041219,O,train,incompat,999.0
mp-1041219__mp-1041219-EXAFS-P-K,mp-1041219,P,train,incompat,999.0
mp-1041225__mp-1041225-EXAFS-O-K,mp-1041225,O,train,incompat,999.0
mp-1041231__mp-1041231-EXAFS-O-K,mp-1041231,O,train,incompat,999.0
mp-1041231__mp-1041231-EXAFS-P-K,mp-1041231,P,train,incompat,999.0
mp-1041231__mp-1041231-EXAFS-Sn-K,mp-1041231,Sn,train,incompat,999.0
mp-1041232__mp-1041232-EXAFS-F-K,mp-1041232,F,train,incompat,999.0
mp-1041233__mp-1041233-EXAFS-O-K,mp-1041233,O,val,incompat,999.0
mp-1041233__mp-1041233-EXAFS-P-K,mp-1041233,P,val,incompat,999.0
mp-1041233__mp-1041233-EXAFS-Sn-K,mp-1041233,Sn,val,incompat,999.0
mp-1041234__mp-1041234-EXAFS-O-K,mp-1041234,O,train,incompat,999.0
mp-1041239__mp-1041239-EXAFS-F-K,mp-1041239,F,train,incompat,999.0
mp-1041241__mp-1041241-EXAFS-O-K,mp-1041241,O,train,incompat,999.0
mp-1041246__mp-1041246-EXAFS-O-K,mp-1041246,O,train,incompat,999.0
mp-1041250__mp-1041250-EXAFS-O-K,mp-1041250,O,train,incompat,999.0
mp-1041250__mp-1041250-EXAFS-Sb-K,mp-1041250,Sb,train,incompat,999.0
mp-1041251__mp-1041251-EXAFS-O-K,mp-1041251,O,train,incompat,999.0
mp-1041256__mp-1041256-EXAFS-Ni-K,mp-1041256,Ni,train,incompat,999.0
mp-1041256__mp-1041256-EXAFS-O-K,mp-1041256,O,train,incompat,999.0
mp-1041261__mp-1041261-EXAFS-Bi-K,mp-1041261,Bi,train,incompat,999.0
mp-1041261__mp-1041261-EXAFS-O-K,mp-1041261,O,train,incompat,999.0
mp-1041261__mp-1041261-EXAFS-P-K,mp-1041261,P,train,incompat,999.0
mp-1041269__mp-1041269-EXAFS-F-K,mp-1041269,F,train,incompat,999.0
mp-1041270__mp-1041270-EXAFS-O-K,mp-1041270,O,train,incompat,999.0
mp-1041270__mp-1041270-EXAFS-Sb-K,mp-1041270,Sb,train,incompat,999.0
mp-1041279__mp-1041279-EXAFS-Cu-K,mp-1041279,Cu,train,incompat,999.0
mp-1041279__mp-1041279-EXAFS-O-K,mp-1041279,O,train,incompat,999.0
mp-1041279__mp-1041279-EXAFS-Sn-K,mp-1041279,Sn,train,incompat,999.0
mp-1041282__mp-1041282-EXAFS-O-K,mp-1041282,O,train,incompat,999.0
mp-1041282__mp-1041282-EXAFS-W-K,mp-1041282,W,train,incompat,999.0
mp-1041291__mp-1041291-EXAFS-F-K,mp-1041291,F,train,incompat,999.0
mp-1041295__mp-1041295-EXAFS-O-K,mp-1041295,O,train,incompat,999.0
mp-1041295__mp-1041295-EXAFS-W-K,mp-1041295,W,train,incompat,999.0
mp-1041298__mp-1041298-EXAFS-Ca-K,mp-1041298,Ca,train,incompat,999.0
mp-1041298__mp-1041298-EXAFS-Mo-K,mp-1041298,Mo,train,incompat,999.0
mp-1041298__mp-1041298-EXAFS-O-K,mp-1041298,O,train,incompat,999.0
mp-10412__mp-10412-EXAFS-Mn-K,mp-10412,Mn,train,incompat,999.0
mp-10412__mp-10412-EXAFS-S-K,mp-10412,S,train,incompat,999.0
mp-1041302__mp-1041302-EXAFS-F-K,mp-1041302,F,train,incompat,999.0
mp-1041311__mp-1041311-EXAFS-Cu-K,mp-1041311,Cu,train,incompat,999.0
mp-1041311__mp-1041311-EXAFS-O-K,mp-1041311,O,train,incompat,999.0
mp-1041311__mp-1041311-EXAFS-Sn-K,mp-1041311,Sn,train,incompat,999.0
mp-1041314__mp-1041314-EXAFS-F-K,mp-1041314,F,train,incompat,999.0
mp-1041316__mp-1041316-EXAFS-F-K,mp-1041316,F,train,incompat,999.0
mp-1041318__mp-1041318-EXAFS-Be-K,mp-1041318,Be,train,incompat,999.0
mp-1041318__mp-1041318-EXAFS-O-K,mp-1041318,O,train,incompat,999.0
mp-1041318__mp-1041318-EXAFS-Si-K,mp-1041318,Si,train,incompat,999.0
mp-1041318__mp-1041318-EXAFS-Sn-K,mp-1041318,Sn,train,incompat,999.0
mp-1041323__mp-1041323-EXAFS-F-K,mp-1041323,F,val,incompat,999.0
mp-1041326__mp-1041326-EXAFS-F-K,mp-1041326,F,train,incompat,999.0
mp-1041330__mp-1041330-EXAFS-Ca-K,mp-1041330,Ca,train,incompat,999.0
mp-1041330__mp-1041330-EXAFS-Fe-K,mp-1041330,Fe,train,incompat,999.0
mp-1041330__mp-1041330-EXAFS-O-K,mp-1041330,O,train,incompat,999.0
mp-1041338__mp-1041338-EXAFS-O-K,mp-1041338,O,val,incompat,999.0
mp-1041338__mp-1041338-EXAFS-P-K,mp-1041338,P,val,incompat,999.0
mp-1041340__mp-1041340-EXAFS-Mn-K,mp-1041340,Mn,train,incompat,999.0
mp-1041340__mp-1041340-EXAFS-O-K,mp-1041340,O,train,incompat,999.0
mp-1041340__mp-1041340-EXAFS-Zn-K,mp-1041340,Zn,train,incompat,999.0
